brand,model,processor_brand,processor_name,processor_gnrtn,ram_GB,ram_type,ssd,hdd,os,os_bit,graphic_card_GB,weight,display_size,warranty,Touchscreen,msoffice,latest_price,old_price,discount,star_rating,ratings,reviews
acer,Aspire,AMD,Athlon Dual,10th,4 GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,No,415.87,480.87,13.52%,4.2,76,13
acer,Aspire,AMD,Ryzen,10th,4 GB,DDR4,0 GB,512 GB,Windows,32-bit,4,Casual,Missing,0,No,No,714.87,1157.00,38.21%,4.5,3190,414
acer,Nitro,AMD,Ryzen 5,10th,4 GB,DDR4,0 GB,512 GB,Windows,32-bit,4,Casual,Missing,0,No,No,779.87,1299.99,40.01%,4.5,1946,240
acer,Nitro,AMD,Ryzen 5,10th,4 GB,DDR4,0 GB,512 GB,Windows,32-bit,6,Casual,Missing,0,No,No,1218.10,1807.00,32.59%,4.5,259,47
acer,Nitro,AMD,Ryzen 5,10th,4 GB,DDR4,0 GB,512 GB,Windows,32-bit,4,Casual,Missing,0,No,No,948.87,1299.99,27.01%,4.5,425,67
acer,Aspire,Intel,Core i3,11th,8 GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,No,506.87,688.99,26.43%,0,0,0
acer,Chromebook,Intel,Celeron Dual,Missing,4 GB,DDR4,0 GB,512 GB,Windows,32-bit,0,Casual,Missing,0,No,No,311.87,351.00,11.15%,3.3,61,4
acer,Missing,Intel,Core i3,11th,4 GB,DDR4,0 GB,1024 GB,Windows,32-bit,0,Casual,15.6,0,No,No,480.99,585.00,17.78%,0,0,0
acer,Travelmate,Intel,Core i3,11th,8 GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,14,0,No,No,532.87,780.00,31.68%,4.2,38,2
acer,Predator,Intel,Core,Missing,4 GB,DDR4,0 GB,512 GB,Windows,32-bit,0,Casual,Missing,0,No,No,1299.87,1949.99,33.34%,4.5,1336,186
acer,Aspire,Intel,Core i5,Missing,8 GB,DDR5,0 GB,512 GB,Windows,32-bit,4,Casual,Missing,0,No,No,662.87,1169.99,43.34%,4.4,10966,1185
acer,Spin,Intel,Core i5,Missing,8 GB,LPDDR4,0 GB,512 GB,Windows,32-bit,0,Casual,Missing,1,No,No,1559.87,1623.70,3.93%,4,1,1
acer,Swift,Intel,Core i5,10th,8 GB,LPDDR4,0 GB,512 GB,DOS,32-bit,0,Casual,Missing,0,No,No,1224.47,1624.99,24.65%,4.3,31,6
acer,Swift,Intel,Core i5,7th,8 GB,DDR3,256 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,1129.27,1299.99,13.13%,4.4,39,3
acer,Swift,Intel,Core i5,8th,8 GB,DDR3,256 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,Yes,Yes,1065.97,1076.39,0.97%,4,14,3
acer,Swift,Intel,Core i5,8th,8 GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,13.3,1,No,No,773.37,852.10,9.24%,3.5,33,7
acer,Aspire,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,No,688.87,987.99,30.28%,4.2,155,20
acer,Aspire,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,1,No,No,727.99,987.99,26.32%,4.5,6,0
acer,Intel,Intel,Core i5,11th,8 GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,1,No,Yes,792.87,1169.99,32.23%,4.4,17,1
acer,Aspire,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,No,753.87,845.00,10.78%,0,0,0
acer,ConceptD,Intel,Core i5,8th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,Missing,1,No,No,1293.50,1559.99,17.08%,0,0,0
acer,Swift,Intel,Core i5,8th,8 GB,DDR3,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,No,844.87,1143.99,26.15%,3.8,4,1
acer,Intel,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,0,Yes,No,1429.99,0.00,0.00%,0,0,0
acer,Aspire,Intel,Core i5,11th,8 GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,Casual,15.6,0,No,No,649.87,857.99,24.26%,0,0,0
acer,Aspire,Intel,Core i5,11th,8 GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,ThinNlight,14,1,No,No,610.87,740.99,17.56%,3.8,253,28
acer,Aspire,Intel,Core i5,8th,8 GB,DDR4,0 GB,1024 GB,Windows,64-bit,2,Casual,Missing,1,No,Yes,779.99,812.64,4.02%,4.1,118,28
acer,Aspire,Intel,Core i5,8th,8 GB,DDR4,0 GB,1024 GB,Windows,64-bit,2,ThinNlight,Missing,1,No,No,805.87,813.14,0.89%,4.1,73,21
acer,Aspire,Intel,Core i5,8th,8 GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,No,800.76,0.00,0.00%,0,0,0
acer,Swift,Intel,Core i5,8th,8 GB,DDR4,0 GB,1024 GB,Windows,64-bit,2,Casual,15.6,1,No,No,948.53,951.59,0.32%,4.2,18,6
acer,Aspire,Intel,Core i5,10th,8 GB,DDR4,0 GB,1024 GB,Windows,64-bit,2,Casual,15.6,1,No,No,734.38,0.00,0.00%,3.2,30,6
acer,Aspire,Intel,Core i5,11th,8 GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,15.6,1,No,No,753.87,909.99,17.16%,4.6,32,1
acer,Aspire,Intel,Core i5,11th,8 GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,No,740.87,844.99,12.32%,4,27,2
acer,Travelmate,Intel,Core i5,11th,8 GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,14,0,No,No,721.37,780.00,7.52%,3.8,8,3
acer,Travelmate,Intel,Core i5,11th,16 GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,14,0,No,No,812.37,1105.00,26.48%,3.4,8,0
acer,Predator,Intel,Core i7,11th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,16,1,No,No,1689.87,1949.87,13.33%,4.5,54,7
acer,Predator,Intel,Core i7,10th,16 GB,DDR4,2048 GB,0 GB,Windows,64-bit,8,Casual,16,1,No,No,2079.87,2082.47,0.12%,3.8,4,0
acer,Predator,Intel,Core i7,10th,16 GB,DDR4,256 GB,1024 GB,Windows,64-bit,6,Casual,16,1,No,No,1559.87,1832.87,14.89%,4.6,2038,313
acer,Predator,Intel,Core i7,11th,16 GB,DDR4,512 GB,1024 GB,Windows,64-bit,4,Casual,15.6,1,No,No,1208.87,1702.87,29.01%,4.5,214,37
acer,Predator,Intel,Core i7,11th,16 GB,DDR4,512 GB,1024 GB,Windows,32-bit,6,Casual,15.6,1,No,No,1559.87,1832.87,14.89%,4.5,342,54
acer,Predator,Intel,Core i9,11th,32 GB,DDR4,1024 GB,0 GB,Windows,64-bit,8,Casual,15.6,1,No,No,2209.87,2599.99,15.00%,0,0,0
acer,Predator,Intel,Core i9,11th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,15.6,1,No,No,1819.87,2339.99,22.23%,0,0,0
acer,Aspire,AMD,Dual Core,Missing,4 GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,No,389.87,454.87,14.29%,0,0,0
acer,Dual,AMD,Dual Core,Missing,4 GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,No,415.87,428.87,3.03%,4,762,104
acer,Missing,Intel,Genuine Windows,10th,4 GB,DDR4,128 GB,0 GB,DOS,32-bit,4,Casual,Missing,0,No,No,1516.32,0.00,0.00%,0,0,0
acer,Predator,Intel,Genuine Windows,10th,4 GB,DDR4,0 GB,512 GB,DOS,32-bit,4,Casual,Missing,0,No,No,1689.99,0.00,0.00%,4.5,3227,693
acer,Extensa,Intel,Pentium Quad,Missing,4 GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,No,402.87,454.87,11.43%,4.2,465,89
acer,Aspire,AMD,Ryzen 3,Missing,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,15.6,1,No,No,480.87,584.99,17.80%,4.6,11,2
acer,Aspire,AMD,Ryzen 3,Missing,4 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,15.6,0,No,No,454.87,558.99,18.63%,0,0,0
acer,Swift,AMD,Ryzen 5,Missing,8 GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,1,No,No,701.87,1169.99,40.01%,4.9,7,0
acer,Aspire,AMD,Ryzen 5,Missing,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,15.6,1,No,No,571.87,688.99,17.00%,0,0,0
acer,Aspire,AMD,Ryzen 5,Missing,4 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,No,584.87,740.87,21.06%,4.4,313,39
acer,Aspire,AMD,Ryzen 5,Missing,4 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,No,649.87,948.87,31.51%,4.4,47,6
acer,Aspire,AMD,Ryzen 5,Missing,4 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,No,649.87,844.87,23.08%,4.5,6,1
acer,Aspire,AMD,Ryzen 5,Missing,4 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,No,987.99,0.00,0.00%,0,0,0
acer,Aspire,AMD,Ryzen 7,Missing,4 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,No,779.87,1039.99,25.01%,0,0,0
acer,Swift,AMD,Ryzen 7,Missing,4 GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,16,1,No,No,1299.87,1819.99,28.58%,0,0,0
acer,Nitro,AMD,Ryzen 7,Missing,16 GB,DDR4,256 GB,1024 GB,Windows,64-bit,6,Casual,15.6,1,No,No,1169.87,1559.87,25.00%,4.4,272,36
acer,Nitro,AMD,Ryzen 7,Missing,16 GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Casual,15.6,0,No,No,1065.87,1558.70,31.62%,4.5,141,24
ALIENWARE,Missing,Intel,GeForce GTX,10th,8 GB,LPDDR4,0 GB,512 GB,DOS,32-bit,6,Casual,15.6,0,No,No,2599.87,2903.19,10.45%,4.9,12,0
ALIENWARE,Missing,Intel,GeForce RTX,10th,8 GB,LPDDR4,0 GB,512 GB,DOS,32-bit,8,Casual,15.6,0,No,No,4490.07,4911.37,8.58%,4.6,10,3
ALIENWARE,Missing,Intel,GeForce RTX,10th,8 GB,LPDDR4,0 GB,512 GB,DOS,32-bit,6,Casual,15.6,0,No,No,2792.27,3093.18,9.73%,4.1,13,4
ALIENWARE,Missing,Intel,GeForce RTX,10th,8 GB,LPDDR4,0 GB,512 GB,DOS,32-bit,8,Casual,15.6,0,No,No,3500.77,3810.04,8.12%,4,5,2
APPLE,MacBook,Intel,Core i5,10th,8 GB,LPDDR4X,512 GB,0 GB,Mac,64-bit,0,Casual,16,1,No,No,2079.87,2273.70,8.52%,4.4,32,5
APPLE,MacBook,Intel,Core i5,8th,8 GB,DDR3,512 GB,0 GB,Mac,64-bit,0,Casual,Missing,1,No,No,2237.17,2338.70,4.34%,4.2,108,13
APPLE,MacBook,Intel,Core i5,10th,16 GB,LPDDR4X,1024 GB,0 GB,Mac,64-bit,0,Casual,13,1,No,No,2339.87,2533.70,7.65%,4.7,31,3
APPLE,MacBook,Intel,Core i5,10th,16 GB,LPDDR4X,1024 GB,0 GB,Mac,64-bit,0,Casual,13,1,No,No,2339.87,2533.70,7.65%,4.8,91,5
APPLE,MacBook,M1,M1,10th,8 GB,DDR4,256 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,1117.87,1207.70,7.44%,4.7,6725,629
APPLE,MacBook,M1,M1,10th,8 GB,DDR4,256 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,1468.87,1597.70,8.06%,4.8,640,70
APPLE,MacBook,M1,M1,10th,16 GB,DDR4,256 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,1364.87,1467.70,7.01%,4.7,45,4
APPLE,MacBook,M1,M1,10th,8 GB,DDR4,256 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,1468.87,1597.70,8.06%,4.8,640,70
APPLE,MacBook,M1,M1,10th,16 GB,DDR4,256 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,1728.87,1948.70,11.28%,4.8,640,70
APPLE,MacBook,M1,M1,10th,16 GB,DDR4,256 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,1364.87,1467.70,7.01%,4.7,45,4
APPLE,MacBook,M1,M1,10th,8 GB,DDR4,256 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,1117.87,1207.70,7.44%,4.7,6725,629
APPLE,MacBook,M1,M1,10th,16 GB,DDR4,512 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,1949.87,2130.70,8.49%,4.8,640,70
APPLE,MacBook,M1,M1,10th,8 GB,DDR4,512 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,1637.87,1857.70,11.83%,4.6,399,45
APPLE,MacBook,M1,M1,10th,8 GB,DDR4,512 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,1351.87,1532.70,11.80%,4.7,809,91
APPLE,MacBook,M1,M1,10th,8 GB,DDR4,512 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,1325.87,1532.70,13.49%,4.7,809,91
APPLE,MacBook,M1,M1,10th,8 GB,DDR4,512 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,1364.87,1441.70,5.33%,4.7,6725,629
APPLE,MacBook,M1,M1,10th,8 GB,DDR4,512 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,1715.87,1857.70,7.63%,4.6,399,45
APPLE,MacBook,M1,M1,10th,16 GB,DDR4,512 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,1676.87,1792.70,6.46%,4.7,45,4
APPLE,MacBook,M1,M1,10th,16 GB,DDR4,512 GB,0 GB,Mac,64-bit,0,Casual,14.2,1,No,No,2404.87,2533.70,5.08%,4.8,42,8
APPLE,MacBook,M1,M1,10th,16 GB,DDR4,512 GB,0 GB,Mac,64-bit,0,Casual,16.2,1,No,No,2937.87,3118.70,5.80%,4.8,42,8
APPLE,MacBook,M1,M1,10th,4 GB,DDR4,512 GB,0 GB,Mac,64-bit,0,Casual,16,1,No,No,1624.87,1727.70,5.95%,4.7,45,4
APPLE,MacBook,M1,M1,10th,8 GB,DDR4,512 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,1364.87,1441.70,5.33%,4.7,6725,629
APPLE,MacBook,M1,M1,10th,8 GB,DDR4,1024 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,1949.87,2130.70,8.49%,4.8,640,70
APPLE,MacBook,M1,M1,10th,16 GB,DDR4,1024 GB,0 GB,Mac,64-bit,0,Casual,13.3,1,No,No,2209.87,2390.70,7.56%,4.8,640,70
APPLE,MacBook,M1,M1,10th,16 GB,DDR4,1024 GB,0 GB,Mac,64-bit,0,Casual,14.2,1,No,No,2937.87,3118.70,5.80%,4.8,42,8
APPLE,MacBook,M1,M1,10th,16 GB,DDR4,1024 GB,0 GB,Mac,64-bit,0,Casual,16.2,1,No,No,3171.87,3378.70,6.12%,4.8,42,8
APPLE,MacBook,M1,M1,10th,32 GB,DDR4,1024 GB,0 GB,Mac,64-bit,0,Casual,16.2,1,No,No,4029.87,4288.70,6.04%,5,3,1
APPLE,MacBook,M1,M1,10th,16 GB,DDR4,1024 GB,0 GB,Mac,64-bit,0,Casual,14.2,1,No,No,2937.87,3118.70,5.80%,4.8,42,8
ASUS,ExpertBook,Intel,Core i3,10th,4 GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,Casual,15.6,0,No,No,450.44,545.87,17.48%,2.3,3,0
ASUS,ExpertBook,Intel,Core i5,10th,8 GB,DDR4,512 GB,0 GB,Windows,32-bit,2,Casual,Missing,0,No,No,909.87,0.00,0.00%,0,0,0
ASUS,VivoBook,Intel,Celeron Dual,Missing,4 GB,DDR4,0 GB,512 GB,Windows,64-bit,0,Casual,Missing,0,No,No,350.87,376.87,6.90%,0,0,0
ASUS,EeeBook,Intel,Celeron Dual,Missing,4 GB,DDR4,0 GB,512 GB,Windows,64-bit,0,Casual,Missing,0,No,No,298.87,363.87,17.86%,0,0,0
ASUS,EeeBook,Intel,Celeron Dual,Missing,4 GB,DDR4,0 GB,512 GB,Windows,32-bit,0,Casual,Missing,0,No,No,285.87,337.87,15.39%,3.5,31,3
ASUS,ExpertBook,Intel,Core i5,10th,8 GB,DDR4,0 GB,1024 GB,Windows,32-bit,2,Casual,14,0,No,No,764.39,1013.87,24.61%,0,0,0
ASUS,EeeBook,Intel,Celeron Dual,Missing,4 GB,DDR4,0 GB,512 GB,Windows,64-bit,0,Casual,Missing,0,No,No,298.87,363.87,17.86%,0,0,0
ASUS,ExpertBook,Intel,Core i3,11th,4 GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,Missing,0,No,No,467.87,558.87,16.28%,0,0,0
ASUS,VivoBook,Intel,Celeron Dual,Missing,4 GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,Missing,0,No,No,388.57,441.87,12.06%,4,7,0
ASUS,Celeron,Intel,Celeron Dual,Missing,4 GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,Casual,15.6,1,No,No,311.87,350.87,11.12%,3.8,15279,1947
ASUS,Missing,Intel,Core i3,11th,4 GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,447.58,649.87,31.13%,4.1,37,6
ASUS,VivoBook,Intel,Core i3,11th,4 GB,DDR4,256 GB,0 GB,Windows,32-bit,0,Casual,15.6,1,No,Yes,467.87,649.87,28.01%,4.3,1479,181
ASUS,VivoBook,Intel,Core i3,10th,8 GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,441.74,610.87,27.69%,4.4,67,3
ASUS,Missing,Intel,Core i3,11th,8 GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,No,493.87,688.87,28.31%,4.3,284,39
ASUS,VivoBook,Intel,Core i3,11th,8 GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,14,1,No,Yes,492.57,675.87,27.12%,4.6,44,5
ASUS,VivoBook,Intel,Core i3,11th,8 GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,15.6,1,No,No,597.87,766.87,22.04%,4.5,816,147
ASUS,VivoBook,Intel,Core i3,11th,8 GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,480.87,688.87,30.19%,4.4,20,1
ASUS,VivoBook,Intel,Core i3,11th,8 GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,15.6,1,No,No,597.87,766.87,22.04%,4.5,816,147
ASUS,VivoBook,Intel,Core i3,11th,8 GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,15.6,1,No,No,500.37,675.87,25.97%,3.8,19,3
ASUS,VivoBook,Intel,Core i3,10th,4 GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,No,467.87,610.87,23.41%,0,0,0
ASUS,VivoBook,Intel,Core i3,11th,4 GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,No,519.87,688.87,24.53%,4.4,181,19
ASUS,Missing,Intel,Core i3,11th,4 GB,DDR4,256 GB,0 GB,Windows,32-bit,0,Casual,Missing,0,No,No,545.87,688.87,20.76%,0,0,0
ASUS,Commercial,Intel,Core i3,10th,4 GB,DDR4,256 GB,0 GB,Windows,32-bit,0,Casual,Missing,0,No,No,519.87,623.87,16.67%,0,0,0
ASUS,Missing,Intel,Core i3,11th,4 GB,DDR4,256 GB,0 GB,Windows,32-bit,0,Casual,Missing,0,No,No,630.37,766.87,17.80%,0,0,0
ASUS,VivoBook,Intel,Core i3,11th,4 GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,No,480.87,584.87,17.78%,4.5,70,9
ASUS,VivoBook,Intel,Core i3,11th,8 GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,15.6,0,No,No,636.87,766.87,16.95%,0,0,0
ASUS,Chromebook,Intel,Celeron Dual,Missing,4 GB,LPDDR4,0 GB,512 GB,Windows,32-bit,0,Casual,Missing,0,No,No,305.37,389.87,21.67%,4.2,632,92
ASUS,VivoBook,Intel,Core i3,10th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,15.6,1,No,No,493.87,662.87,25.50%,4.3,990,108
ASUS,VivoBook,Intel,Core i3,10th,4 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,15.6,1,No,No,467.87,649.87,28.01%,4.4,130,12
ASUS,VivoBook,Intel,Core i3,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,1,No,No,558.87,753.87,25.87%,4.3,30,4
ASUS,VivoBook,Intel,Core i3,11th,8 GB,LPDDR4X,512 GB,0 GB,Windows,32-bit,0,Casual,14,1,Yes,Yes,675.87,883.87,23.53%,4.7,6,2
ASUS,VivoBook,Intel,Core i3,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,15.6,1,No,No,636.87,818.87,22.23%,4.5,174,30
ASUS,VivoBook,Intel,Core i3,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,1,No,No,558.87,753.87,25.87%,4.5,40,7
ASUS,Missing,Intel,Core i3,10th,4 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,Yes,519.87,649.87,20.00%,4.3,2551,297
ASUS,VivoBook,Intel,Core i3,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14.1,1,No,Yes,545.87,727.87,25.00%,0,0,0
ASUS,VivoBook,Intel,Core i3,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,1,No,Yes,584.87,603.07,3.02%,4.4,2058,305
ASUS,VivoBook,Intel,Core i3,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,1,No,No,558.87,753.87,25.87%,4.7,74,11
ASUS,VivoBook,Intel,Core i3,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14.1,1,No,Yes,584.87,766.87,23.73%,0,0,0
ASUS,VivoBook,Intel,Core i3,11th,4 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,Yes,671.44,818.87,18.00%,0,0,0
ASUS,VivoBook,Intel,Core i3,10th,4 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,No,532.87,649.87,18.00%,4.4,4008,519
ASUS,Missing,Intel,Core i3,10th,4 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,558.87,662.87,15.69%,4.4,1869,234
ASUS,VivoBook,Intel,Core i3,11th,4 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,No,583.57,740.99,21.24%,3.9,7,0
ASUS,VivoBook,Intel,Core i3,10th,4 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,No,539.37,649.87,17.00%,4.4,4008,519
ASUS,VivoBook,Intel,Core i3,10th,4 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,No,532.87,649.87,18.00%,4.4,4008,519
ASUS,VivoBook,Intel,Core i3,10th,8 GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,Casual,14.1,1,No,No,427.57,610.87,30.01%,3.9,28,4
ASUS,VivoBook,Intel,Core i3,10th,4 GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,Casual,15.6,1,No,No,467.87,636.87,26.54%,3.8,17,0
ASUS,VivoBook,Intel,Core i3,10th,4 GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,No,454.87,532.87,14.64%,3.7,4203,490
ASUS,VivoBook,Intel,Core i3,11th,8 GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,Casual,15.6,1,No,No,505.70,675.87,25.18%,3.9,13,0
ASUS,Missing,Intel,Core i3,10th,4 GB,DDR4,0 GB,1024 GB,Windows,32-bit,0,ThinNlight,Missing,0,No,No,462.67,597.87,22.61%,3.4,12,1
ASUS,VivoBook,Intel,Core i3,10th,4 GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,506.87,597.87,15.22%,4,1850,216
ASUS,Missing,Intel,Core i3,10th,4 GB,DDR4,0 GB,1024 GB,Windows,32-bit,0,ThinNlight,Missing,0,No,No,441.87,519.87,15.00%,3.7,43,7
ASUS,Chromebook,Intel,Celeron Dual,Missing,4 GB,LPDDR4,0 GB,512 GB,Windows,32-bit,0,Casual,Missing,0,No,No,324.87,402.87,19.36%,4.2,502,93
ASUS,Vivo,Intel,Core i3,10th,4 GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,Casual,Missing,0,No,No,494.00,558.87,11.61%,4.7,7,0
ASUS,Missing,Intel,Core i3,11th,8 GB,DDR4,0 GB,1024 GB,Windows,32-bit,0,Casual,15.6,0,No,No,539.50,675.87,20.18%,3,4,0
ASUS,Chromebook,Intel,Celeron Dual,Missing,4 GB,LPDDR4,0 GB,512 GB,Windows,32-bit,0,Casual,Missing,0,No,No,279.37,337.87,17.31%,3.9,818,113
ASUS,VivoBook,Intel,Core i3,10th,8 GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,Casual,15.6,0,No,No,428.87,571.87,25.01%,2,12,0
ASUS,VivoBook,Intel,Core i3,11th,8 GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,Casual,15.6,1,No,No,502.84,675.87,25.60%,3.2,17,1
ASUS,Chromebook,Intel,Celeron Dual,Missing,4 GB,LPDDR4,0 GB,512 GB,Windows,32-bit,0,Casual,Missing,0,No,No,311.87,389.87,20.01%,4.1,974,170
ASUS,VivoBook,Intel,Core i3,10th,4 GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,ThinNlight,14.1,0,No,No,441.87,519.87,15.00%,3.4,31,6
ASUS,Chromebook,Intel,Celeron Dual,Missing,4 GB,LPDDR4,0 GB,512 GB,Windows,32-bit,0,Casual,Missing,0,No,No,266.37,324.87,18.01%,3.9,637,91
ASUS,VivoBook,Intel,Core i3,11th,8 GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,14.1,1,No,Yes,544.57,753.87,27.76%,4.2,53,6
ASUS,ExpertBook,Intel,Core i3,10th,4 GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,Missing,0,No,No,532.87,675.87,21.16%,0,0,0
ASUS,Chromebook,Intel,Celeron Dual,Missing,4 GB,LPDDR4,0 GB,512 GB,Windows,64-bit,0,Casual,Missing,0,No,No,246.87,298.87,17.40%,3.6,197,25
ASUS,Chromebook,Intel,Celeron Dual,Missing,4 GB,LPDDR4,0 GB,512 GB,Windows,32-bit,0,Casual,Missing,0,No,No,233.87,285.87,18.19%,3.6,1180,148
ASUS,ROG,Intel,Core i5,10th,8 GB,LPDDR4,0 GB,512 GB,DOS,32-bit,4,Casual,Missing,0,No,No,1380.17,1572.87,12.25%,4.5,1881,241
