brand,model,processor_brand,processor_name,processor_gnrtn,ram_GB,ram_type,ssd,hdd,os,os_bit,graphic_card_GB,weight,display_size,warranty,Touchscreen,msoffice,latest_price,old_price,discount,star_rating,ratings,reviews
Lenovo,ThinkPad,Intel,Core i5,10th,8 GB,DDR4,512 GB,512 GB,Windows,64-bit,0,ThinNlight,Missing,3,Yes,No,1630.12,1906.84,14.51%,0,0,0
Lenovo,Missing,Intel,Core i5,7th,8 GB,DDR4,0 GB,1024 GB,Windows,32-bit,2,Casual,Missing,0,No,No,753.99,1078.99,30.12%,0,0,0
Lenovo,B50-70,Intel,Core i5,4th,8 GB,DDR3,0 GB,1024 GB,Windows,64-bit,0,Casual,Missing,0,No,No,682.37,0.00,0.00%,3.8,78,17
Lenovo,Ideapad,Intel,Core i5,8th,8 GB,DDR4,0 GB,1024 GB,Windows,64-bit,4,Casual,Missing,1,No,No,740.87,813.72,8.95%,4,21,5
Lenovo,Ideapad,Intel,Core i5,11th,8 GB,DDR4,256 GB,1024 GB,Windows,64-bit,2,Casual,15.6,1,No,Yes,779.87,1217.97,35.97%,4.3,52,4
Lenovo,Legion,Intel,Core i5,9th,8 GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Casual,15.6,1,No,Yes,792.87,1126.97,29.65%,4.3,131,17
Lenovo,Ideapad,Intel,Core i5,11th,8 GB,DDR4,256 GB,1024 GB,Windows,64-bit,2,Casual,15.6,1,No,Yes,857.87,1290.77,33.54%,4.2,241,19
Lenovo,IdeaPad,Intel,Core i5,10th,8 GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Gaming,Missing,0,No,No,969.67,1429.87,32.18%,4.4,898,128
Lenovo,IdeaPad,Intel,Core i5,10th,8 GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Gaming,Missing,0,No,No,974.99,981.50,0.66%,4.3,268,25
Lenovo,IdeaPad,Intel,Core i7,10th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,15.6,1,No,Yes,896.87,1290.77,30.52%,4.5,44,2
Lenovo,IdeaPad,Intel,Core i7,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,1,Yes,Yes,1117.87,1636.57,31.69%,4.4,77,10
Lenovo,Legion,Intel,Core i7,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,1,No,Yes,1299.87,1995.37,34.86%,4.4,11,3
Lenovo,IdeaPad,Intel,Core i7,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,15.6,0,No,No,1039.87,1545.57,32.72%,4,5,2
Lenovo,Thinkbook,Intel,Core i7,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,3,Yes,Yes,1104.87,1426.05,22.52%,4.5,13,2
Lenovo,Missing,Intel,Core i7,11th,16 GB,DDR4,512 GB,0 GB,Windows,32-bit,0,Casual,16,0,Yes,No,1150.34,1260.94,8.77%,0,0,0
Lenovo,ThinkPad,Intel,Core i7,10th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,3,No,No,2268.85,0.00,0.00%,0,0,0
Lenovo,ThinkPad,Intel,Core i7,10th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,0,No,No,2109.89,2326.99,9.33%,0,0,0
Lenovo,Missing,Intel,Core i7,8th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,2,ThinNlight,16,0,No,No,3182.41,0.00,0.00%,0,0,0
Lenovo,Ideapad,Intel,Core i7,8th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,1118.00,0.00,0.00%,0,0,0
Lenovo,Missing,Intel,Core i7,10th,16 GB,DDR4,512 GB,0 GB,Windows,32-bit,2,Casual,16,0,No,No,2111.19,2690.96,21.55%,0,0,0
Lenovo,Missing,Intel,Core i7,10th,16 GB,LPDDR3,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,0,No,No,2752.79,2791.88,1.40%,0,0,0
Lenovo,Intel,Intel,Core i7,11th,16 GB,DDR4,512 GB,0 GB,Windows,32-bit,0,Casual,14,0,No,No,1442.99,1807.00,20.14%,0,0,0
Lenovo,Yoga,Intel,Core i7,11th,16 GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,No,Yes,1598.87,2182.57,26.74%,3,4,2
Lenovo,Legion,Intel,Core i7,11th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,16,0,No,No,1964.27,2918.37,32.69%,4.4,7,0
Lenovo,Yoga,Intel,Core i7,11th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,Yes,1338.87,1352.43,1.00%,4.4,16,2
Lenovo,Missing,Intel,Core i7,9th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,ThinNlight,16,0,No,No,2988.70,3536.00,15.48%,0,0,0
Lenovo,Yoga,Intel,Core i7,10th,16 GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,ThinNlight,16,0,No,No,1559.87,1925.07,18.97%,2.5,2,1
Lenovo,ThinkBook,Intel,Core i7,11th,16 GB,LPDDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,13,1,No,Yes,1117.87,1926.05,41.96%,3.4,7,2
Lenovo,Legion,Intel,Core i7,10th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,8,Casual,15.6,1,No,Yes,3054.87,4548.57,32.84%,0,0,0
Lenovo,Missing,Intel,Core i9,10th,16 GB,DDR4,1024 GB,0 GB,Windows,32-bit,8,Casual,15.6,0,No,No,3457.97,4548.57,23.98%,0,0,0
Lenovo,Legion,Intel,Genuine Windows,10th,4 GB,DDR4,0 GB,512 GB,DOS,32-bit,4,Casual,Missing,0,No,No,1012.57,1441.57,29.76%,4.4,208,57
Lenovo,Ryzen,AMD,Ryzen 3,Missing,4 GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,Casual,15.6,0,No,No,454.87,480.00,5.24%,3.3,38,6
Lenovo,IdeaPad,AMD,Ryzen 5,Missing,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,15.6,1,No,Yes,740.87,1090.57,32.07%,4.5,162,15
Lenovo,IdeaPad,AMD,Ryzen 5,Missing,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,No,636.87,896.87,28.99%,4.4,219,27
Lenovo,IdeaPad,AMD,Ryzen 5,Missing,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,15.6,1,No,Yes,688.87,1017.77,32.32%,4.2,39,5
Lenovo,Ideapad,AMD,Ryzen 5,Missing,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,15.6,0,No,No,773.37,1163.37,33.52%,4.5,92,10
Lenovo,Legion,AMD,Ryzen 5,Missing,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,0,No,No,909.87,1399.97,35.01%,4.3,9,0
Lenovo,Yoga,AMD,Ryzen 5,Missing,4 GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,3,Yes,Yes,972.37,1363.57,28.69%,0,0,0
Lenovo,Yoga,AMD,Ryzen 5,Missing,4 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,1,Yes,Yes,1013.87,1363.57,25.65%,0,0,0
Lenovo,Legion,AMD,Ryzen 5,Missing,4 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,Missing,0,No,No,994.47,1399.97,28.96%,0,0,0
Lenovo,IDEAPAD,AMD,Ryzen 5,Missing,4 GB,DDR4,512 GB,0 GB,Windows,32-bit,0,Casual,Missing,1,No,No,778.70,808.60,3.70%,3.7,3,0
Lenovo,Yoga,AMD,Ryzen 5,Missing,4 GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,ThinNlight,16,3,Yes,Yes,1065.71,1600.17,33.40%,0,0,0
Lenovo,Legion,AMD,Ryzen 5,Missing,8 GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Casual,15.6,0,No,No,890.50,1181.57,24.63%,4.5,271,24
Lenovo,Ideapad,AMD,Ryzen 5,Missing,8 GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Gaming,15.6,1,No,Yes,831.87,1108.77,24.97%,4.5,861,116
Lenovo,Lenovo,AMD,Ryzen 7,Missing,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,1,No,Yes,1299.87,1800.37,27.80%,4.6,26,1
Lenovo,IdeaPad,Intel,Ryzen 7,Missing,4 GB,DDR4,512 GB,0 GB,Windows,32-bit,4,Casual,16,3,No,Yes,1059.37,1781.00,40.52%,0,0,0
Lenovo,Ideapad,AMD,Ryzen 7,Missing,4 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,Yes,792.87,0.00,0.00%,4.4,530,69
Lenovo,Ryzen,AMD,Ryzen 7,Missing,4 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,16,1,No,Yes,1104.84,1454.57,24.04%,0,0,0
Lenovo,Ideapad,AMD,Ryzen 7,Missing,4 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,Yes,831.87,1108.77,24.97%,4.4,105,10
Lenovo,Yoga,AMD,Ryzen 7,Missing,4 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,No,1026.87,1636.54,37.25%,4.7,6,0
Lenovo,Yoga,AMD,Ryzen 7,Missing,4 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,16,3,Yes,Yes,1026.84,1490.97,31.13%,0,0,0
Lenovo,Ryzen,AMD,Ryzen 7,Missing,4 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,16,0,No,No,950.79,1468.87,35.27%,3,4,1
Lenovo,Ryzen,AMD,Ryzen 7,Missing,4 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,16,1,No,No,1390.87,1982.37,29.84%,0,0,0
Lenovo,Ideapad,AMD,Ryzen 7,Missing,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,1,No,No,954.20,1411.67,32.41%,0,0,0
Lenovo,Legion,AMD,Ryzen 7,Missing,4 GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,16,1,No,Yes,1702.87,2364.57,27.98%,0,0,0
Lenovo,Ideapad,AMD,Ryzen 7,Missing,4 GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,16,1,No,Yes,1013.84,1524.77,33.51%,0,0,0
Lenovo,Ryzen,AMD,Ryzen 7,Missing,4 GB,DDR4,512 GB,1024 GB,Windows,32-bit,0,Casual,16,0,No,No,1046.37,1545.67,32.30%,0,0,0
Lenovo,Thinkpad,AMD,Ryzen 5,10th,8 GB,DDR4,512 GB,0 GB,DOS,64-bit,0,ThinNlight,14,0,No,No,747.37,1019.20,26.67%,4.2,18,4
LG,Gram,Intel,Core i5,10th,8 GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,Missing,0,No,No,1000.87,1352.00,25.97%,4.5,15,7
LG,Gram,Intel,Core i5,11th,8 GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,0,No,No,1000.87,1378.00,27.37%,0,0,0
LG,Gram,Intel,Core i5,10th,8 GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,Missing,0,No,No,818.87,1287.00,36.37%,4.6,68,20
LG,Gram,Intel,Core i5,11th,8 GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,0,No,No,1000.87,1378.00,27.37%,0,0,0
LG,Gram,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,0,No,No,1130.87,1690.00,33.08%,0,0,0
Mi,Notebook,Intel,Core i5,10th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,Missing,1,No,No,714.87,779.99,8.35%,4.3,545,74
Mi,Notebook,Intel,Core i7,10th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,14,1,No,No,773.37,857.99,9.86%,4.2,399,40
MICROSOFT,Surface,Intel,Core i5,10th,8 GB,LPDDR4X,128 GB,0 GB,Windows,64-bit,0,Casual,Missing,0,Yes,No,1302.47,1364.99,4.58%,4.4,56,8
MICROSOFT,Surface,Intel,Core i5,8th,8 GB,DDR3,128 GB,0 GB,Windows,64-bit,0,Casual,Missing,0,Yes,No,1195.99,0.00,0.00%,4.5,49,8
MICROSOFT,Surface,AMD,Ryzen 5,Missing,4 GB,DDR4,128 GB,0 GB,Windows,64-bit,0,Casual,Missing,0,Yes,No,1299.87,1624.99,20.01%,3.8,9,0
MSI,Missing,Intel,Core i3,10th,4 GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,0,No,No,506.87,700.70,27.66%,4.5,53,11
MSI,Missing,Intel,Core i3,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,636.87,644.67,1.21%,4.5,17,3
MSI,Missing,Intel,Core i3,10th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,532.87,727.87,26.79%,4.4,118,17
MSI,Katana,Intel,Core i5,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,2,No,No,1000.87,1390.87,28.04%,4.6,75,17
MSI,GF63,Intel,Core i5,10th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,2,No,No,779.87,1091.87,28.57%,4.5,1597,228
MSI,Missing,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,721.37,870.87,17.17%,3.9,8,1
MSI,Modern,Intel,Core i5,10th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,0,No,No,735.03,805.87,8.79%,4.4,677,87
MSI,Prestige,Intel,Core i5,11th,8 GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,No,No,1039.87,1247.87,16.67%,0,0,0
MSI,Katana,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,Missing,2,No,No,974.87,1247.87,21.88%,0,0,0
MSI,Modern,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,No,721.37,883.87,18.39%,4.3,138,16
MSI,Sword,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,Missing,0,No,No,974.87,1247.87,21.88%,0,0,0
MSI,Modern,Intel,Core i5,10th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,No,734.37,744.12,1.31%,4.5,814,112
MSI,Modern,Intel,Core i5,10th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,No,714.87,805.87,11.29%,4.4,714,147
MSI,Modern,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,No,727.87,883.87,17.65%,0,0,0
MSI,GS,Intel,Core i5,8th,8 GB,DDR5,512 GB,0 GB,Windows,32-bit,6,Casual,Missing,0,No,No,1949.87,2209.87,11.77%,4.1,10,3
MSI,Prestige,Intel,Core i5,11th,8 GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,No,No,1039.87,1215.36,14.44%,4.9,11,4
MSI,GF63,Intel,Core i5,10th,8 GB,DDR4,0 GB,1024 GB,Windows,64-bit,4,Casual,Missing,2,No,No,688.87,948.87,27.40%,4.1,1114,137
MSI,GE76,Intel,Core i5,10th,8 GB,LPDDR4,0 GB,512 GB,DOS,32-bit,6,Casual,Missing,0,No,No,3785.47,4302.87,12.02%,4.6,7,3
MSI,GP65,Intel,Core i5,10th,8 GB,LPDDR4,0 GB,512 GB,DOS,32-bit,6,Casual,Missing,0,No,No,1897.87,0.00,0.00%,4.5,715,106
MSI,GP76,Intel,Core i5,10th,8 GB,LPDDR4,0 GB,512 GB,DOS,32-bit,8,Casual,Missing,0,No,No,2339.87,2625.87,10.89%,4.4,24,5
MSI,GS66,Intel,Core i5,10th,8 GB,LPDDR4,0 GB,512 GB,DOS,32-bit,8,Casual,Missing,0,No,No,2694.77,3067.87,12.16%,0,0,0
MSI,GF63,Intel,Core i7,10th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,2,No,No,1039.87,1247.87,16.67%,4.5,484,56
MSI,Missing,Intel,Core i7,10th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,753.87,1026.87,26.59%,4.4,15,0
MSI,Missing,Intel,Core i7,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,Missing,0,No,No,1000.87,1117.87,10.47%,0,0,0
MSI,Prestige,Intel,Core i7,10th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,16,1,No,No,1429.87,1754.87,18.52%,4.3,138,30
MSI,Sword,Intel,Core i7,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,Missing,0,No,No,1130.87,1403.87,19.45%,0,0,0
MSI,Prestige,Intel,Core i7,11th,16 GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,No,No,1169.87,1290.12,9.32%,0,0,0
MSI,Katana,Intel,Core i7,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,16,2,No,No,1234.87,1533.87,19.49%,0,0,0
MSI,Modern,Intel,Core i7,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,0,No,No,844.87,1026.87,17.72%,4.4,33,5
MSI,Prestige,Intel,Core i7,10th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,16,1,No,No,1364.87,1611.87,15.32%,4,85,9
MSI,GF63,Intel,Core i7,9th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,2,No,No,870.87,1364.87,36.19%,4.5,1639,230
MSI,GF65,Intel,Core i7,10th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,15.6,2,No,No,1104.87,1611.87,31.45%,4.4,498,64
MSI,Stealth,Intel,Core i7,11th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,16,2,No,No,1559.87,2118.87,26.38%,4.3,20,3
MSI,Summit,Intel,Core i7,11th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,16,2,Yes,No,2014.87,2040.87,1.27%,4,3,2
MSI,Stealth,Intel,Core i7,12th,16 GB,DDR5,1024 GB,0 GB,Windows,64-bit,8,Casual,Missing,0,No,No,3639.87,4081.87,10.83%,0,0,0
MSI,Pulse,Intel,Core i7,11th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,8,Casual,16,2,No,No,1689.87,2339.87,27.78%,4.2,14,3
MSI,Missing,Intel,Core i7,12th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,16,0,No,No,1819.87,2040.87,10.83%,4.5,4,2
MSI,GF63,Intel,Core i7,10th,8 GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Casual,15.6,2,No,No,831.87,1091.87,23.81%,4.3,794,83
MSI,WF65,Intel,Core i7,10th,16 GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Casual,16,3,No,No,2079.87,2339.87,11.11%,0,0,0
MSI,Creator,Intel,Core i9,11th,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,16,0,No,No,2508.87,2910.57,13.80%,0,0,0
MSI,Katana,Intel,Core i5,10th,8 GB,LPDDR4,0 GB,512 GB,DOS,32-bit,4,Casual,Missing,0,No,No,1130.87,1533.87,26.27%,4.5,218,27
MSI,Pulse,Intel,Core i5,10th,8 GB,LPDDR4,0 GB,512 GB,DOS,32-bit,6,Casual,Missing,0,No,No,1429.87,1819.87,21.43%,4.6,78,16
MSI,Pulse,Intel,Core i5,10th,8 GB,LPDDR4,0 GB,512 GB,DOS,32-bit,4,Casual,Missing,0,No,No,1424.67,1611.87,11.61%,4.6,5,2
MSI,GF65,Intel,Hexa Core,Missing,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,6,Casual,15.6,2,No,No,1000.87,1390.87,28.04%,4.5,298,49
MSI,GF63,Intel,Hexa Core,Missing,8 GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Casual,15.6,2,No,No,727.87,948.87,23.29%,4.4,2582,272
MSI,Modern,AMD,Ryzen 5,Missing,4 GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,No,No,649.87,883.87,26.47%,0,0,0
MSI,Modern,AMD,Ryzen 5,Missing,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,0,No,No,623.87,805.87,22.58%,4.6,562,89
MSI,Bravo,AMD,Ryzen 5,Missing,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,0,No,No,844.87,1091.87,22.62%,4.5,469,80
MSI,Modern,AMD,Ryzen 5,Missing,4 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,0,No,No,714.87,909.87,21.43%,4.4,1410,203
MSI,Modern,AMD,Ryzen 7,Missing,4 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,0,No,No,844.87,1026.87,17.72%,0,0,0
MSI,Alpha,AMD,Ryzen 7,Missing,16 GB,DDR4,1024 GB,0 GB,Windows,64-bit,8,Casual,15.6,1,No,No,1299.87,1897.87,31.51%,4.7,108,24
MSI,Delta,AMD,Ryzen 9,Missing,4 GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,16,0,No,No,1910.87,2456.87,22.22%,0,0,0
Nokia,PureBook,Intel,Core i5,10th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,623.87,1170.00,46.68%,4.4,1119,242
Nokia,PureBook,Intel,Core i5,10th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,597.87,974.87,38.67%,4.7,6,1
Nokia,PureBook,Intel,Core i5,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,727.87,1078.87,32.53%,4.1,117,31
Nokia,PureBook,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,686.27,1078.87,36.39%,4,5,0
realme,Book,Intel,Core i3,11th,8 GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,14,1,No,Yes,610.87,714.99,14.56%,4.4,6352,1014
realme,Book,Intel,Core i3,11th,4 GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,623.99,714.99,12.73%,4.4,6352,1014
realme,Book(Slim),Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,1,No,Yes,688.87,909.99,24.30%,4.4,3470,505
realme,Book(Slim),Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,1,No,Yes,792.99,909.99,12.86%,4.4,3470,505
RedmiBook,15,Intel,Core i3,11th,8 GB,DDR4,256 GB,0 GB,Windows,32-bit,0,ThinNlight,15.6,1,No,No,506.87,675.99,25.02%,4.3,1063,152
RedmiBook,15,Intel,Core i3,11th,8 GB,DDR4,512 GB,0 GB,Windows,32-bit,0,ThinNlight,15.6,1,No,No,558.87,727.99,23.23%,4.3,1063,152
RedmiBook,Pro,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,32-bit,0,ThinNlight,15.6,1,No,No,636.87,779.87,18.34%,4.2,1708,242
SAMSUNG,Galaxy,Qualcomm,Snapdragon 7c,Missing,4 GB,LPDDR4X,0 GB,512 GB,Windows,32-bit,0,Casual,Missing,0,No,No,506.87,623.87,18.75%,0,0,0
Smartron,t.book,Intel,Core i5,7th,8 GB,DDR3,128 GB,0 GB,Windows,64-bit,0,Casual,Missing,0,Yes,No,688.87,727.99,5.37%,3.5,30,9
Smartron,t.book,Intel,Core i5,7th,4 GB,DDR3,128 GB,0 GB,Windows,64-bit,0,Casual,12.2,0,Yes,No,688.87,727.99,5.37%,3.9,28,4
Smartron,t.book,Intel,Core m3,7th,4 GB,DDR3,128 GB,0 GB,Windows,64-bit,0,Casual,12.2,0,Yes,No,558.87,597.87,6.52%,3.5,25,6
Vaio,SE,Intel,Core i5,8th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,2,No,Yes,817.57,1100.97,25.74%,4,85,14
Vaio,E,AMD,Ryzen 5,Missing,4 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,2,No,Yes,644.67,870.87,25.97%,4.1,700,144
Vaio,E,AMD,Ryzen 5,Missing,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,2,No,Yes,662.87,870.87,23.88%,4.1,700,144
Vaio,E,AMD,Ryzen 7,Missing,4 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,2,No,Yes,740.87,989.17,25.10%,3.8,139,26
Vaio,E,AMD,Ryzen 7,Missing,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,2,No,Yes,753.87,989.17,23.79%,3.8,139,26
